Name, Rate, Phone Numbers that Start With, 
Denmark,0.100,"452, 4521, 4522, 4524, 4526, 4528, 4529, 4530, 4531, 4540, 4541, 4542, 4550, 4551, 4560, 4561, 4570, 45201, 45202, 45203, 45204, 45205, 45206, 45207, 45208, 45209, 45211, 45212, 45213, 45214, 45215, 45216, 45217, 45218, 45219, 45231, 45232, 45233, 45234, 45235, 45236, 45237, 45238, 45241, 45242, 45243, 45244, 45245, 45246, 45247, 45248, 45249, 45251, 45252, 45253, 45254, 45255, 45256, 45261, 45262, 45263, 45264, 45265, 45266, 45267, 45268, 45269, 45271, 45272, 45273, 45274, 45275, 45276, 45277, 45278, 45279, 45281, 45282, 45283, 45284, 45285, 45286, 45287, 45288, 45289, 45291, 45292, 45293, 45294, 45295, 45296, 45297, 45298, 45299, 45301, 45302, 45303, 45304, 45305, 45306, 45307, 45308, 45309, 45311, 45312, 45314, 45315, 45316, 45317, 45318, 45401, 45402, 45403, 45404, 45405, 45406, 45407, 45408, 45409, 45501, 45502, 45507, 45508, 45509, 45511, 45512, 45513, 45514, 45515, 45516, 45517, 45519, 45601, 45602, 45603, 45604, 45608, 45611, 45612, 45613, 45615, 45616, 45617, 45721, 452390, 452391, 452392, 452393, 452394, 452395, 452396, 452397, 452398, 452399, 453130, 453132, 453133, 453134, 453135, 453136, 453137, 453138, 453139, 454276, 454277, 454278, 454279, 454281, 454282, 454283, 454284, 454285, 454286, 454287, 454288, 454289, 454290, 454291, 454292, 454293, 454294, 454295, 454296, 454297, 454298, 454299, 455063, 455064, 455068, 455069, 455180, 455181, 455182, 455183, 455184, 455185, 455186, 455187, 455188, 455189, 456091, 456092, 456093, 456094, 456095, 456098, 456140, 456141, 456142, 456143, 456144, 456145, 456146, 456147, 456148, 456149, 4531310, 4531311, 4531312, 4531313, 4531314, 4531315, 4531316, 4531317, 4531318, 4531319"
Djibouti,0.551,"253, 25380, 25381, 25382, 25383, 25384, 25385"
Dominica,0.348,"1767, 1767225, 1767235, 1767245, 1767265, 1767266, 1767275, 1767276, 1767277, 1767285, 1767295, 1767315, 1767316, 1767317, 1767447, 1767611, 1767612, 1767613, 1767614, 1767615, 1767616"
"Dominican Republic",0.084,"1809202, 1809213, 1809220, 1809221, 1809227, 1809231, 1809233, 1809234, 1809236, 1809237, 1809238, 1809239, 1809241, 1809245, 1809247, 1809255, 1809262, 1809263, 1809273, 1809274, 1809275, 1809276, 1809285, 1809286, 1809287, 1809289, 1809295, 1809312, 1809314, 1809328, 1809329, 1809331, 1809332, 1809333, 1809334, 1809335, 1809336, 1809337, 1809338, 1809362, 1809363, 1809364, 1809369, 1809372, 1809373, 1809375, 1809378, 1809379, 1809381, 1809384, 1809385, 1809412, 1809422, 1809435, 1809472, 1809473, 1809476, 1809482, 1809483, 1809489, 1809503, 1809508, 1809518, 1809530, 1809531, 1809532, 1809533, 1809534, 1809535, 1809536, 1809540, 1809541, 1809544, 1809547, 1809548, 1809549, 1809570, 1809575, 1809576, 1809582, 1809583, 1809612, 1809616, 1809620, 1809621, 1809622, 1809623, 1809625, 1809626, 1809655, 1809679, 1809681, 1809682, 1809683, 1809684, 1809685, 1809686, 1809687, 1809688, 1809689, 1809692, 1809699, 1809701, 1809724, 1809726, 1809728, 1809730, 1809731, 1809732, 1809734, 1809735, 1809736, 1809738, 1809740, 1809741, 1809745, 1809748, 1809766, 1809784, 1809788, 1809792, 1809793, 1809794, 1809795, 1809797, 1809825, 1809826, 1809870, 1809872, 1809887, 1809893, 1829473, 1829503, 1829535, 1829538, 1829545, 1829565, 1829567, 1829575, 1829581, 1829582, 1829583, 1829590, 1829593, 1829594, 1829595, 1829596, 1829597, 1829681, 1829687, 1829688, 1829724, 1829948, 1829949, 1829971, 18092226, 18092227, 18092228, 18092260, 18092261, 18092262, 18092263, 18092267, 18092268, 18092403, 18092408, 18092427, 18092433, 18092435, 18092438, 18092650, 18092774, 18094700, 18094709, 18094710, 18094711, 18094712, 18094713, 18094714, 18094716, 18094717, 18094718, 18094719, 18095233, 18095234, 18095235, 18095236, 18095237, 18095265, 18095384, 18095385, 18095386, 18095387, 18095388, 18095389, 18095390, 18095394, 18095395, 18095396, 18095397, 18095398, 18095452, 18095453, 18095455, 18095458, 18095596, 18095597, 18095598, 18095715, 18095716, 18095745, 18095788, 18095800, 18095801, 18095803, 18095805, 18095806, 18095807, 18095808, 18095810, 18095811, 18095813, 18095814, 18095815, 18095816, 18095817, 18095818, 18095819, 18095851, 18095855, 18095871, 18095873, 18095874, 18095875, 18095876, 18097550, 18097551, 18097552, 18097553, 18097554, 18097556, 18097700, 18097701, 18097702, 18097703, 18097704, 18097708, 18097709, 180922291, 180922690, 180922691, 180922692, 180922693, 180922695, 180922697, 180922698, 180922699, 180924093, 180924098, 180924300, 180927790, 180947639, 180952390, 180952392, 180952393, 180952394, 180952395, 180952396, 180952397, 180952398, 180952399, 180952690, 180952691, 180952692, 180952693, 180952694, 180952696, 180952697, 180952698, 180952699, 180953990, 180953991, 180953994, 180953995, 180953996, 180953997, 180953998, 180953999, 180954570, 180955990, 180955991, 180955994, 180955996, 180955997, 180955998, 180955999, 180958090, 180958091, 180958093, 180958094, 180958095, 180958096, 180958097, 180958098, 180958099, 180958700, 180958701, 180958702, 180958703, 180958704, 180958706, 180958707, 180958708, 180958709, 180958790, 180958793, 180958794, 180958795, 180958796, 180958799, 180958919, 180963350, 180963351"
"Dominican Republic",0.084,"1809, 1829, 180956, 180959, 1829234, 1829235, 1829236, 1829237, 1829541, 1829946, 1829951, 1829952, 1829955, 1829999, 18299472"
"Dominican Republic",0.144,"1829412, 1829413, 1829414, 1829416, 1829417"
"Dominican Republic",0.144,"1809716, 1809717, 1809718, 1809719, 1829415, 1829422, 1829430, 1829440, 1829441, 1829442, 1829443, 1829444, 1829445, 1829446, 1829449"
"Dominican Republic",0.150,"182996, 1809711, 1829281, 1829284, 1829285, 1829286, 1829287, 1829299, 1829410, 1829432, 1829447, 1829448, 1829450, 1829456, 1829465, 1829470, 1829471, 1829472, 1829474, 1829491, 1829492, 1829493, 1829494, 1829496, 1829497, 1829498, 1829499, 1829512, 1829513, 1829514, 1829517, 1829518, 1829519, 1829537, 1829539, 1829540, 1829542, 1829560, 1829561, 1829562, 1829566, 1829568, 1829569, 1829570, 1829577, 1829580, 1829585, 1829662, 1829664, 1829669, 1829701, 1829702, 1829705, 1829709"
"Dominican Republic",0.150,"1809350, 1809351, 1809352, 1809353, 1809354, 1809355, 1809356, 1809357, 1809358, 1809359, 1809660, 1809661, 1809662, 1809663, 1809664, 1809665, 1809666, 1809667, 1809668, 1809669, 1809710, 1809712, 1809713, 1809714, 1809715, 1809840, 1809841, 1809842, 1809843, 1809844, 1809845, 1809846, 1809847, 1809848, 1809849, 1809850, 1809851, 1809852, 1809853, 1809854, 1809855, 1809856, 1809857, 1809858, 1829280, 1829282, 1829283, 1829288, 1829290, 1829292, 1829296, 1829297, 1829298, 1829424, 1829425, 1829426, 1829427, 1829428, 1829429, 1829451, 1829452, 1829453, 1829454, 1829455, 1829466, 1829467, 1829468, 1829469, 1829510, 1829515, 1829586, 1829707, 18092223, 18092224, 18092225, 18092480, 18092482, 18092484, 18092485, 18092486, 18092487, 18092488, 18092651, 18092652, 18092653, 18092654, 18092655, 18092656, 18092657, 18092658, 18092659, 18094701, 18094702, 18094703, 18094704, 18094705, 18094706, 18094707, 18094708, 18095157, 18095158, 18095159, 18095450, 18095451, 18095454, 18095456, 18095459, 18098597, 18098598, 180951569, 180954290, 180954291, 180954292, 180954293, 180954295, 180954296, 180954297, 180954298, 180985990, 180985991, 180985992, 180985993, 180985994, 180985995, 180985996, 180985997"
"Dominican Republic",0.281,"1809201, 1809203, 1809204, 1809205, 1809206, 1809207, 1809208, 1809209, 1809210, 1809212, 1809214, 1809215, 1809216, 1809217, 1809218, 1809219, 1809222, 1809223, 1809224, 1809225, 1809228, 1809229, 1809230, 1809232, 1809235, 1809248, 1809249, 1809250, 1809251, 1809252, 1809253, 1809254, 1809256, 1809257, 1809258, 1809259, 1809260, 1809264, 1809265, 1809266, 1809267, 1809268, 1809269, 1809270, 1809271, 1809272, 1809280, 1809281, 1809282, 1809283, 1809284, 1809292, 1809293, 1809297, 1809298, 1809299, 1809301, 1809302, 1809303, 1809304, 1809305, 1809306, 1809307, 1809308, 1809309, 1809310, 1809313, 1809315, 1809316, 1809317, 1809318, 1809319, 1809321, 1809322, 1809323, 1809324, 1809325, 1809326, 1809327, 1809330, 1809340, 1809341, 1809342, 1809343, 1809344, 1809345, 1809348, 1809360, 1809361, 1809366, 1809368, 1809370, 1809371, 1809374, 1809376, 1809377, 1809382, 1809383, 1809386, 1809387, 1809388, 1809389, 1809401, 1809402, 1809403, 1809404, 1809405, 1809406, 1809407, 1809408, 1809409, 1809410, 1809413, 1809414, 1809415, 1809416, 1809417, 1809418, 1809419, 1809420, 1809421, 1809423, 1809424, 1809425, 1809426, 1809427, 1809428, 1809429, 1809430, 1809431, 1809432, 1809433, 1809434, 1809436, 1809437, 1809438, 1809439, 1809451, 1809452, 1809453, 1809454, 1809455, 1809456, 1809457, 1809458, 1809459, 1809460, 1809461, 1809462, 1809463, 1809464, 1809465, 1809467, 1809470, 1809474, 1809475, 1809477, 1809478, 1809479, 1809480, 1809481, 1809484, 1809485, 1809486, 1809487, 1809488, 1809501, 1809502, 1809504, 1809505, 1809506, 1809507, 1809509, 1809510, 1809512, 1809513, 1809514, 1809515, 1809516, 1809517, 1809519, 1809520, 1809537, 1809542, 1809543, 1809545, 1809546, 1809601, 1809602, 1809603, 1809604, 1809605, 1809606, 1809607, 1809608, 1809609, 1809610, 1809613, 1809614, 1809615, 1809617, 1809618, 1809619, 1809624, 1809627, 1809628, 1809629, 1809630, 1809631, 1809632, 1809633, 1809634, 1809635, 1809636, 1809637, 1809638, 1809639, 1809650, 1809651, 1809652, 1809653, 1809654, 1809656, 1809657, 1809658, 1809659, 1809670, 1809671, 1809672, 1809673, 1809674, 1809675, 1809676, 1809677, 1809678, 1809693, 1809694, 1809695, 1809696, 1809697, 1809698, 1809702, 1809703, 1809704, 1809705, 1809706, 1809707, 1809708, 1809709, 1809720, 1809721, 1809722, 1809723, 1809727, 1809729, 1809742, 1809743, 1809744, 1809747, 1809749, 1809750, 1809751, 1809752, 1809753, 1809754, 1809756, 1809757, 1809758, 1809759, 1809760, 1809761, 1809762, 1809763, 1809764, 1809765, 1809767, 1809768, 1809769, 1809771, 1809772, 1809773, 1809774, 1809775, 1809776, 1809777, 1809778, 1809779, 1809780, 1809781, 1809782, 1809783, 1809785, 1809786, 1809787, 1809789, 1809790, 1809791, 1809796, 1809798, 1809799, 1809801, 1809802, 1809803, 1809804, 1809805, 1809806, 1809807, 1809808, 1809810, 1809812, 1809814, 1809815, 1809816, 1809817, 1809818, 1809819, 1809820, 1809821, 1809827, 1809828, 1809829, 1809830, 1809831, 1809832, 1809834, 1809835, 1809836, 1809837, 1809838, 1809839, 1809871, 1809873, 1809874, 1809875, 1809876, 1809877, 1809878, 1809879, 1809880, 1809881, 1809882, 1809883, 1809884, 1809885, 1809886, 1809888, 1809889, 1809890, 1809891, 1809894, 1809897, 1809899, 1809901, 1809902, 1809903, 1809904, 1809905, 1809906, 1809907, 1809909, 1809910, 1809912, 1809913, 1809914, 1809915, 1809916, 1809917, 1809918, 1809919, 1809920, 1809921, 1809922, 1809923, 1809924, 1809925, 1809926, 1809928, 1809929, 1809930, 1809931, 1809932, 1809935, 1809937, 1809938, 1809939, 1809940, 1809941, 1809942, 1809943, 1809944, 1809945, 1809946, 1809947, 1809948, 1809949, 1809950, 1809952, 1809953, 1809955, 1809956, 1809958, 1809960, 1809961, 1809962, 1809963, 1809964, 1809965, 1809966, 1809967, 1809968, 1809969, 1809971, 1809972, 1809973, 1809974, 1809975, 1809977, 1809978, 1809979, 1809980, 1809981, 1809982, 1809983, 1809984, 1809985, 1809986, 1809988, 1809989, 1809990, 1809991, 1809992, 1809993, 1809994, 1809995, 1809996, 1809997, 1809998, 1809999, 1829201, 1829202, 1829203, 1829205, 1829206, 1829207, 1829208, 1829209, 1829210, 1829212, 1829214, 1829222, 1829230, 1829232, 1829233, 1829248, 1829250, 1829252, 1829255, 1829257, 1829258, 1829259, 1829260, 1829264, 1829265, 1829266, 1829267, 1829268, 1829269, 1829270, 1829271, 1829272, 1829277, 1829303, 1829304, 1829313, 1829314, 1829315, 1829316, 1829317, 1829318, 1829319, 1829320, 1829322, 1829323, 1829328, 1829329, 1829330, 1829331, 1829332, 1829333, 1829334, 1829335, 1829336, 1829337, 1829338, 1829339, 1829370, 1829371, 1829372, 1829373, 1829376, 1829377, 1829380, 1829383, 1829386, 1829387, 1829388, 1829389, 1829390, 1829392, 1829393, 1829394, 1829395, 1829396, 1829397, 1829398, 1829406, 1829543, 1829606, 1829696, 1829697, 1829710, 1829740, 1829744, 1829750, 1829754, 1829755, 1829760, 1829766, 1829770, 1829777, 1829780, 1829788, 1829790, 1829797, 1829799, 1829802, 1829803, 1829805, 1829815, 1829816, 1829817, 1829818, 1829819, 1829820, 1829845, 1829847, 1829848, 1829850, 1829851, 1829852, 1829853, 1829854, 1829855, 1829856, 1829857, 1829858, 1829859, 1829860, 1829861, 1829862, 1829863, 1829865, 1829866, 1829867, 1829868, 1829869, 1829873, 1829875, 1829876, 1829877, 1829878, 1829879, 1829880, 1829881, 1829882, 1829883, 1829885, 1829886, 1829889, 1829890, 1829891, 1829899, 1829901, 1829902, 1829905, 1829909, 1829910, 1829912, 1829913, 1829914, 1829915, 1829916, 1829917, 1829918, 1829919, 1829920, 1829921, 1829922, 1829923, 1829931, 1829935, 1829958, 1829960, 1829961, 1829962, 1829963, 1829964, 1829965, 1829966, 1829967, 1829968, 1829969, 1829972, 1829973, 1829974, 1829975, 1829977, 1829978, 1829979, 1829980, 1829981, 1829982, 1829983, 1829984, 1829986, 1829991, 18092314, 18095150, 18099705, 180997060, 180997061, 180997062, 180997063, 180997064, 180997065, 180997066, 180997067, 180997069"
"Dominican Republic",0.281,"18099, 18293, 180935, 180939, 180944, 180949, 180964, 180965, 180966, 180971, 180984, 180985, 180986, 182928, 182929, 182933, 182934, 182935, 182936, 182941, 182942, 182943, 182944, 182945, 182946, 182947, 182949, 182951, 182952, 182966, 182970, 1809190, 1809300, 1809411, 1809809, 1829204, 1829215, 1829216, 1829217, 1829218, 1829219, 1829221, 1829228, 1829229, 1829254, 1829261, 1829262, 1829263, 1829273, 1829274, 1829275, 1829276, 1829278, 1829279, 1829301, 1829305, 1829306, 1829307, 1829308, 1829309, 1829321, 1829375, 1829379, 1829399, 1829401, 1829402, 1829403, 1829404, 1829405, 1829407, 1829408, 1829409, 1829502, 1829504, 1829505, 1829506, 1829508, 1829509, 1829531, 1829532, 1829533, 1829534, 1829536, 1829601, 1829602, 1829603, 1829604, 1829605, 1829610, 1829613, 1829616, 1829630, 1829633, 1829640, 1829644, 1829646, 1829650, 1829653, 1829654, 1829655, 1829657, 1829660, 1829661, 1829663, 1829665, 1829667, 1829668, 1829676, 1829677, 1829678, 1829686, 1829699, 1829703, 1829704, 1829706, 1829712, 1829713, 1829714, 1829715, 1829716, 1829717, 1829718, 1829719, 1829720, 1829721, 1829722, 1829723, 1829725, 1829726, 1829727, 1829728, 1829729, 1829730, 1829731, 1829747, 1829757, 1829779, 1829787, 1829801, 1829804, 1829806, 1829807, 1829808, 1829810, 1829814, 1829826, 1829830, 1829838, 1829846, 1829849, 1829864, 1829870, 1829884, 1829887, 1829892, 1829898, 1829903, 1829904, 1829906, 1829907, 1829908, 1829924, 1829925, 1829926, 1829929, 1829930, 1829933, 1829939, 1829940, 1829956, 1829970, 1829990, 1829993, 1829994"
Ecuador,0.181,"593, 5932, 5933, 5934, 5935, 5936, 5937, 59322, 59342, 59372, 593740, 5937280, 5937281, 5937282, 5937283, 5937284, 5937286, 59372340, 59372341, 59372375, 59372376, 59372377, 59372385, 59372386, 59372450, 59372451, 59372452, 59372453, 59372475, 59372476, 59372480, 59372850, 59372853, 59372854, 59372855, 59372856, 59372857, 59372858, 59372859, 59372870, 59372871, 59372875, 59372876, 59372877, 59372878, 59372879, 59372880, 59372881, 59372882, 59372883, 59372884, 59372885, 59372886, 59372887, 59372888, 59372890, 59372891, 59372892, 59372893, 59372894, 59372896, 59372897, 59372898, 59372899, 59372900, 593723200, 593723201, 593723202, 593723203, 593723204, 593723205, 593723206, 593723207, 593723300, 593723301, 593723302, 593723303, 593723304, 593723305, 593723420, 593723421, 593723500, 593723501, 593723502, 593723503, 593723504, 593723505, 593723600, 593723601, 593723602, 593723650, 593723651, 593723652, 593723653, 593723654, 593723655, 593723656, 593723657, 593723658, 593723700, 593723701, 593723702, 593723703, 593723704, 593723705, 593723870, 593723871, 593723872, 593723873, 593723874, 593723875, 593723876, 593723877, 593723900, 593723901, 593723902, 593724000, 593724001, 593724002, 593724003, 593724004, 593724005, 593724006, 593724007, 593724400, 593724401, 593724402, 593724403, 593724404, 593724405, 593724406, 593724407, 593724600, 593724601, 593724602, 593724603, 593724604, 593724605, 593724700, 593724701, 593724702, 593724703, 593724704, 593724770, 593724771, 593724772, 593724773, 593724774, 593724775, 593724776, 593724810, 593724811, 593724812, 593724850, 593724851, 593724852, 593724853, 593724854, 593724855, 593724856, 593724857, 593724900, 593724901, 593724902, 593724903, 593724904, 593724905, 593724906, 593728510, 593728511, 593728512, 593728513, 593728514, 593728515, 593728516, 593728720, 593728721, 593728722, 593728723, 593728724, 593728725, 593728726, 593728727, 593728890, 593728891, 593728892, 593728893, 593728894, 593728895, 593728896, 593728950, 593728951, 593728952, 593728953, 593728954, 593728955, 593728956, 593729010, 593729011, 593729012, 593729013, 593729014, 593729015"
Ecuador,0.323,"5938, 5939, 59380, 59382, 59384, 59385, 59386, 59387, 59388, 59389, 59390, 59391, 59393, 59394, 59395, 59396, 59397, 59398, 593820, 593821, 593822, 593823, 593824, 593920, 593921, 593922, 593923, 593924, 593925, 593926, 593927, 593928, 593929, 593960, 593961, 593962, 593963, 593968, 593969, 593990, 593991, 593992, 593993, 593994, 593995, 593996, 593997, 593998, 593999"
Egypt,0.225,"20, 202, 203, 2010, 2011, 2012, 2014, 2016, 2017, 2018, 2019"
